Event,Hit
1,0
1,1
2,0
3,0
4,0
5,1
6,0
7,0
8,1
9,0
10,1
11,0
12,0
12,1
13,0
14,1
15,1
16,1
17,0
18,0
19,0
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,1
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,0
61,0
62,1
63,0
64,0
65,1
66,0
67,0
68,1
69,1
70,1
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,1
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,0
87,1
88,1
89,0
90,1
91,0
92,0
93,0
94,0
95,1
96,0
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,1
118,0
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,0
140,0
140,1
141,0
142,0
143,0
144,0
145,0
146,1
147,1
148,0
149,1
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,1
159,0
160,0
161,0
162,1
163,1
164,1
165,1
166,1
167,0
168,1
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,1
181,1
182,0
183,0
184,1
185,1
186,0
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,0
196,0
197,0
198,0
199,0
200,1
201,0
202,1
203,0
204,1
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,0
218,0
219,0
219,0
220,1
221,0
222,1
223,1
224,0
225,1
226,1
227,0
228,0
229,1
230,0
231,1
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,1
241,0
242,1
243,0
244,0
245,0
246,1
247,0
248,0
249,0
250,1
251,0
252,1
253,0
254,0
255,0
256,0
257,1
258,1
259,1
260,1
261,0
262,0
263,0
264,1
265,1
266,1
267,0
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,1
304,1
305,1
306,1
307,0
307,0
308,1
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,1
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,0
340,1
341,0
342,1
343,0
344,0
345,0
346,1
347,1
348,1
349,0
350,0
351,0
352,1
353,0
354,0
355,0
356,1
357,0
358,1
359,0
360,0
361,1
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,1
371,0
372,0
373,1
374,0
375,0
376,1
377,0
378,0
379,0
380,0
381,0
382,0
383,1
384,0
385,0
386,0
387,0
388,0
389,0
390,1
391,0
392,0
393,0
393,1
394,0
395,0
396,1
397,0
398,1
399,0
400,0
401,1
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,0
423,0
424,0
425,0
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,1
445,0
446,1
447,0
448,0
449,0
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,1
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,0
480,1
481,1
482,0
483,1
484,0
485,0
486,1
487,1
488,0
489,0
490,0
491,0
492,0
493,0
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,1
508,0
509,1
510,0
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,1
520,0
521,1
522,0
523,0
524,1
525,0
526,1
527,0
528,0
529,0
530,1
531,0
532,0
533,0
534,0
535,0
535,0
536,0
537,1
538,1
539,0
540,0
541,0
542,1
543,0
544,0
545,1
546,1
547,0
548,0
549,0
550,1
551,0
552,0
552,0
553,1
554,0
555,0
556,0
557,0
558,1
559,1
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,0
570,1
571,1
572,1
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,1
581,0
582,0
583,1
584,1
585,1
586,0
587,1
588,0
589,0
590,0
591,0
592,1
593,0
594,1
595,0
595,1
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,1
604,0
605,0
605,0
606,0
607,0
608,1
609,0
610,1
611,1
612,0
613,0
614,0
615,1
616,0
617,1
618,0
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,1
633,1
634,0
635,0
636,0
637,1
638,0
639,1
640,0
641,0
642,1
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,1
659,0
660,0
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,0
669,0
670,0
671,0
672,0
673,1
674,0
675,0
676,0
677,0
678,0
679,1
680,1
681,0
682,0
683,0
684,1
685,0
686,1
687,1
688,1
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,1
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,1
710,0
711,1
712,0
713,0
714,0
715,0
716,1
717,0
718,0
719,0
720,1
721,0
722,1
723,0
724,0
725,1
726,0
727,0
728,0
729,0
730,0
731,0
732,1
733,1
734,1
735,0
736,0
737,1
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,0
753,1
754,0
755,0
756,1
757,0
758,0
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,0
773,0
774,1
775,0
776,0
777,0
778,1
779,0
780,0
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,1
790,0
791,0
791,0
792,0
793,0
793,1
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,1
805,0
806,0
807,1
808,0
809,0
810,0
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,1
823,0
824,0
825,0
826,0
826,1
827,0
828,0
829,1
830,0
831,0
832,0
833,0
834,1
835,0
836,0
837,1
838,0
839,0
840,1
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,1
852,1
853,1
854,0
855,0
856,0
857,1
858,0
859,0
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,1
878,1
879,0
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,1
894,0
895,0
896,0
897,0
898,1
899,1
900,1
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,0
925,0
926,1
927,1
928,1
929,0
930,0
931,0
932,0
933,0
934,1
935,1
936,1
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,0
956,1
957,0
958,0
959,0
960,0
961,0
962,0
963,1
964,0
965,0
966,0
967,0
968,0
969,0
970,1
971,0
972,0
973,1
974,1
975,0
976,0
977,1
978,0
979,0
980,1
981,0
982,0
983,1
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,1
995,0
996,0
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,1
1008,0
1009,0
1010,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,1
1027,0
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,1
1055,0
1056,0
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,1
1076,0
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,1
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,1
1102,0
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,1
1112,1
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,0
1127,0
1128,1
1129,1
1130,1
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,1
1156,0
1157,1
1158,0
1159,0
1160,1
1161,1
1162,0
1163,0
1164,1
1165,0
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,1
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,1
1200,0
1201,1
1202,0
1203,0
1204,0
1205,0
1206,0
1207,1
1208,0
1209,1
1210,0
1211,0
1212,1
1213,1
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,1
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1260,1
1261,1
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,0
1306,1
1307,1
1308,0
1309,0
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,0
1324,1
1325,0
1326,1
1327,0
1328,0
1329,0
1330,1
1331,0
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,0
1340,1
1341,1
1342,0
1343,0
1344,1
1345,0
1346,1
1347,1
1348,1
1349,1
1350,0
1351,1
1352,0
1353,1
1354,0
1355,0
1356,0
1357,1
1358,1
1359,1
1360,1
1361,0
1362,0
1363,0
1364,0
1365,1
1366,0
1367,1
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,1
1384,0
1385,0
1386,0
1387,1
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,1
1397,1
1398,0
1399,1
1400,0
1401,0
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,1
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,1
1422,0
1423,1
1424,0
1425,1
1426,0
1427,0
1428,1
1429,0
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1445,0
1446,0
1447,0
1448,0
1449,1
1450,1
1451,0
1452,1
1453,1
1454,0
1455,1
1456,1
1457,0
1458,1
1459,0
1460,1
1461,1
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,0
1469,0
1470,1
1471,0
1472,1
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1482,0
1483,0
1484,1
1485,1
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,0
1501,0
1502,0
1503,1
1504,0
1505,1
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,1
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,1
1529,0
1530,1
1531,0
1532,0
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,0
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,1
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1591,0
1592,0
1593,0
1594,1
1595,0
1596,1
1597,1
1598,0
1599,0
1600,0
1601,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,0
1621,1
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,1
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,1
1643,1
1644,0
1645,1
1646,1
1647,0
1648,1
1649,1
1650,0
1651,0
1652,1
1653,0
1654,0
1655,0
1656,1
1657,1
1658,0
1659,1
1660,0
1661,0
1662,1
1663,1
1664,1
1665,0
1665,1
1666,0
1667,0
1668,1
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,1
1689,0
1690,0
1691,0
1692,0
1693,0
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,1
1713,0
1714,1
1715,0
1716,1
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,1
1725,0
1726,1
1727,0
1728,1
1729,0
1730,0
1731,1
1732,0
1733,0
1734,1
1735,0
1736,0
1737,0
1738,1
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,0
1747,1
1748,0
1749,0
1750,0
1751,1
1752,1
1753,0
1754,1
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,1
1791,1
1792,1
1793,0
1794,0
1795,1
1796,0
1797,1
1798,0
1799,0
1800,1
1801,0
1802,1
1803,0
1804,0
1805,1
1806,0
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,1
1817,0
1818,1
1819,0
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,1
1827,0
1828,1
1829,1
1830,1
1831,1
1832,1
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1841,0
1842,1
1843,0
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,0
1859,1
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,1
1869,0
1870,1
1871,0
1871,1
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,0
1892,1
1893,0
1894,0
1895,0
1895,0
1896,0
1897,0
1898,1
1899,0
1900,1
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,1
1910,0
1911,1
1912,1
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,1
1921,0
1922,1
1923,0
1924,1
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,1
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,1
1943,1
1944,1
1945,0
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,0
1954,0
1955,1
1956,0
1957,1
1958,0
1959,1
1960,1
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,1
1978,1
1979,1
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,1
1987,1
1988,0
1989,0
1989,0
1990,0
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,0
1998,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,1
2010,0
2011,1
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,1
2019,0
2020,0
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,1
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,1
2046,1
2047,1
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,1
2056,1
2057,0
2058,0
2059,1
2060,0
2061,0
2062,0
2063,0
2064,1
2065,1
2066,1
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,1
2074,0
2075,1
2076,0
2077,0
2078,0
2079,0
2080,1
2081,0
2082,1
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,1
2096,0
2097,1
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,0
2128,0
2129,0
2130,1
2131,1
2132,0
2133,0
2134,0
2135,1
2136,0
2137,0
2138,1
2139,0
2140,0
2141,0
2142,1
2143,0
2144,0
2145,1
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,1
2153,0
2154,0
2155,1
2156,0
2157,1
2158,0
2159,0
2160,1
2161,0
2162,1
2163,1
2164,1
2165,0
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,0
2173,1
2174,1
2175,0
2176,0
2177,1
2178,1
2179,0
2180,0
2181,1
2182,0
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,1
2192,0
2193,0
2194,1
2195,0
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,1
2221,0
2222,0
2223,0
2224,1
2225,0
2226,0
2227,0
2228,1
2229,0
2230,0
2231,1
2232,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,0
2242,0
2243,0
2244,0
2245,1
2246,0
2247,0
2248,0
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,0
2258,0
2259,0
2260,0
2261,0
2262,1
2263,1
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,0
2271,0
2272,0
2273,1
2274,0
2275,0
2276,1
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,0
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,1
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,1
2327,0
2328,0
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2335,0
2336,0
2337,1
2338,0
2339,1
2340,0
2341,0
2342,0
2343,0
2344,1
2345,0
2346,0
2347,1
2348,0
2349,0
2349,0
2350,1
2351,0
2352,1
2353,0
2354,1
2355,1
2356,1
2357,0
2358,0
2359,1
2360,1
2361,1
2362,1
2363,0
2364,1
2365,0
2366,1
2367,1
2368,1
2369,0
2370,0
2371,0
2371,0
2372,0
2373,1
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,1
2391,0
2392,1
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2398,1
2399,0
2400,1
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,1
2418,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,0
